FID	IID	PPNP_BLUP
yangzhou_226_62	yangzhou_226_62	8.16363385127208
yangzhou_226_63	yangzhou_226_63	7.30277599722626
yangzhou_226_64	yangzhou_226_64	7.16263634656763
yangzhou_226_65	yangzhou_226_65	7.16263634656763
yangzhou_226_66	yangzhou_226_66	7.02930130945407
yangzhou_226_67	yangzhou_226_67	6.28175854242772
yangzhou_226_68	yangzhou_226_68	8.84431215447111
yangzhou_226_69	yangzhou_226_69	8.02349420061346
yangzhou_226_70	yangzhou_226_70	7.36283584750852
yangzhou_226_71	yangzhou_226_71	6.96243684562674
yangzhou_226_7	yangzhou_226_7	7.54301539835532
yangzhou_226_72	yangzhou_226_72	7.25458192763169
yangzhou_226_73	yangzhou_226_73	6.42189819308634
yangzhou_226_74	yangzhou_226_74	8.60407275334204
yangzhou_226_75	yangzhou_226_75	6.60377125289635
yangzhou_226_76	yangzhou_226_76	7.4028757476967
yangzhou_226_77	yangzhou_226_77	7.82329469967257
yangzhou_226_78	yangzhou_226_78	8.62409270343613
yangzhou_226_79	yangzhou_226_79	7.7632348493903
yangzhou_226_80	yangzhou_226_80	8.10357400098982
yangzhou_226_81	yangzhou_226_81	7.34281589741443
yangzhou_226_8	yangzhou_226_8	5.76123983998141
yangzhou_226_82	yangzhou_226_82	8.16363385127208
yangzhou_226_83	yangzhou_226_83	7.56248933592826
yangzhou_226_84	yangzhou_226_84	7.60307524863759
yangzhou_226_85	yangzhou_226_85	7.56303534844941
yangzhou_226_86	yangzhou_226_86	8.20367375146026
yangzhou_226_87	yangzhou_226_87	6.88235704525039
yangzhou_226_88	yangzhou_226_88	7.10257649628537
yangzhou_226_89	yangzhou_226_89	8.48395305277751
yangzhou_226_90	yangzhou_226_90	7.44291564788488
yangzhou_226_91	yangzhou_226_91	7.02249669590901
yangzhou_226_9	yangzhou_226_9	7.70317499910804
yangzhou_226_92	yangzhou_226_92	8.24371365164844
yangzhou_226_93	yangzhou_226_93	6.82229719496812
yangzhou_226_94	yangzhou_226_94	8.16363385127208
yangzhou_226_95	yangzhou_226_95	7.56303534844941
yangzhou_226_96	yangzhou_226_96	7.10257649628537
yangzhou_226_97	yangzhou_226_97	6.48195804336861
yangzhou_226_98	yangzhou_226_98	7.88335454995484
yangzhou_226_99	yangzhou_226_99	7.56303534844941
YCX333	YCX333	8.38851826924618
YCX334	YCX334	7.73770759451085
YCX335	YCX335	8.06311293187852
YCX336	YCX336	8.56373652782877
YCX337	YCX337	9.31467192175415
YCX338	YCX338	7.56248933592826
YCX339	YCX339	9.64007725912182
YCX340	YCX340	9.990513776287
YCX341	YCX341	9.06436012377903
YCX342	YCX342	8.63883006722131
YCX343	YCX343	7.56248933592826
YCX344	YCX344	NA
YCX345	YCX345	7.96298821268847
YCX346	YCX346	9.38976546114669
YCX347	YCX347	8.16323765106857
YCX348	YCX348	9.38976546114669
YCX349	YCX349	9.31467192175415
YCX350	YCX350	7.98801939248598
YCX351	YCX351	10.2408255742621
YCX352	YCX352	8.13820647127106
YCX353	YCX353	8.23833119046111
YCX354	YCX354	8.56373652782877
YCX355	YCX355	7.88789467329593
YCX356	YCX356	8.73895478641136
YCX357	YCX357	8.46361180863872
YCX358	YCX358	8.8140483258039
YCX359	YCX359	9.13945366317156
YCX360	YCX360	8.98926658438649
YCX361	YCX361	6.63633568342029
YCX362	YCX362	9.06436012377903
YCX363	YCX363	7.2370839985606
YCX364	YCX364	7.73770759451085
YCX365	YCX365	7.2370839985606
YCX366	YCX366	5.81030675010238
YCX367	YCX367	7.56248933592826
YCX368	YCX368	6.98677220058547
YCX369	YCX369	5.38477669354466
YCX370	YCX370	7.06186573997801
YCX371	YCX371	7.46236461673821
YCX372	YCX372	6.81155394200288
YCX373	YCX373	6.41105506524268
YCX374	YCX374	6.63633568342029
YCX375	YCX375	5.63508849151979
YCX376	YCX376	6.23583680666009
YCX377	YCX377	6.81155394200288
YCX378	YCX378	8.13820647127106
YCX379	YCX379	7.56248933592826
YCX380	YCX380	8.06311293187852
YCX381	YCX381	7.06186573997801
YCX382	YCX382	8.13820647127106
YCX383	YCX383	6.71142922281283
YCX384	YCX384	7.71267641471334
YCX385	YCX385	7.98801939248598
YCX386	YCX386	7.6375828753208
YCX387	YCX387	7.71267641471334
YCX388	YCX388	7.46236461673821
YCX389	YCX389	10.3159191136547
YCX390	YCX390	7.2370839985606
YCX391	YCX391	8.06311293187852
YCX392	YCX392	7.46236461673821
YCX393	YCX393	8.31342472985365
YD12	YD12	8.08355405089573
