FID	IID	GL_BLUP
yangzhou_226_65	yangzhou_226_65	9.81349149497606
yangzhou_226_66	yangzhou_226_66	9.20072507294106
yangzhou_226_67	yangzhou_226_67	9.61740623992486
yangzhou_226_68	yangzhou_226_68	9.00463981788986
yangzhou_226_69	yangzhou_226_69	9.22523572982246
yangzhou_226_70	yangzhou_226_70	8.26932011144785
yangzhou_226_71	yangzhou_226_71	8.85757587660146
yangzhou_226_7	yangzhou_226_7	8.8653873164077
yangzhou_226_72	yangzhou_226_72	9.24974638670386
yangzhou_226_73	yangzhou_226_73	9.02915047477126
yangzhou_226_74	yangzhou_226_74	9.29876770046666
yangzhou_226_75	yangzhou_226_75	9.91153412250166
yangzhou_226_76	yangzhou_226_76	9.59289558304346
yangzhou_226_77	yangzhou_226_77	9.73995952433186
yangzhou_226_78	yangzhou_226_78	10.3264936316794
yangzhou_226_79	yangzhou_226_79	9.56838492616206
yangzhou_226_80	yangzhou_226_80	8.98012916100845
yangzhou_226_81	yangzhou_226_81	9.96055543626446
yangzhou_226_8	yangzhou_226_8	7.73008566005705
yangzhou_226_82	yangzhou_226_82	9.27425704358525
yangzhou_226_83	yangzhou_226_83	9.55001899454613
yangzhou_226_84	yangzhou_226_84	9.02915047477126
yangzhou_226_85	yangzhou_226_85	10.5243005445367
yangzhou_226_86	yangzhou_226_86	7.85263894446405
yangzhou_226_87	yangzhou_226_87	7.38693646371745
yangzhou_226_88	yangzhou_226_88	9.49485295551786
yangzhou_226_89	yangzhou_226_89	8.80855456283865
yangzhou_226_90	yangzhou_226_90	9.32327835734806
yangzhou_226_91	yangzhou_226_91	9.15170375917825
yangzhou_226_9	yangzhou_226_9	9.02915047477126
yangzhou_226_92	yangzhou_226_92	10.2546833188413
yangzhou_226_93	yangzhou_226_93	10.1811513481971
yangzhou_226_94	yangzhou_226_94	9.00463981788986
yangzhou_226_95	yangzhou_226_95	9.59289558304346
yangzhou_226_96	yangzhou_226_96	10.3282152894855
yangzhou_226_97	yangzhou_226_97	9.17621441605966
yangzhou_226_98	yangzhou_226_98	8.68600127843165
yangzhou_226_99	yangzhou_226_99	9.07817178853406
YCX333	YCX333	9.27887931738587
YCX334	YCX334	8.99039808700632
YCX335	YCX335	8.50959603637376
YCX336	YCX336	8.02879398574118
YCX337	YCX337	8.31727521612073
YCX338	YCX338	8.74999706169004
YCX339	YCX339	8.99039808700632
YCX340	YCX340	8.55767624143701
YCX341	YCX341	9.56736054776541
YCX342	YCX342	9.4712001376389
YCX343	YCX343	8.70191685662678
YCX344	YCX344	NA
YCX345	YCX345	9.27887931738587
YCX346	YCX346	9.23079911232261
YCX347	YCX347	9.4712001376389
YCX348	YCX348	9.27887931738587
YCX349	YCX349	9.18271890725935
YCX350	YCX350	9.42311993257564
YCX351	YCX351	9.03847829206958
YCX352	YCX352	8.84615747181655
YCX353	YCX353	9.1346387021961
YCX354	YCX354	9.4712001376389
YCX355	YCX355	8.99039808700632
YCX356	YCX356	9.18271890725935
YCX357	YCX357	8.89423767687981
YCX358	YCX358	9.18271890725935
YCX359	YCX359	8.84615747181655
YCX360	YCX360	9.18271890725935
YCX361	YCX361	9.8077615730817
YCX362	YCX362	9.08655849713284
YCX363	YCX363	8.60575644650027
YCX364	YCX364	9.18271890725935
YCX365	YCX365	9.95200218827147
YCX366	YCX366	7.74031275536164
YCX367	YCX367	8.22111480599421
YCX368	YCX368	8.70191685662678
YCX369	YCX369	7.35567111485558
YCX370	YCX370	9.08655849713284
YCX371	YCX371	8.89423767687981
YCX372	YCX372	7.93263357561467
YCX373	YCX373	7.74031275536164
YCX374	YCX374	9.1346387021961
YCX375	YCX375	9.23079911232261
YCX376	YCX376	9.4712001376389
YCX377	YCX377	9.37503972751238
YCX378	YCX378	9.23079911232261
YCX379	YCX379	8.4615158313105
YCX380	YCX380	8.4615158313105
YCX381	YCX381	9.95200218827147
YCX382	YCX382	10.6732052642203
YCX383	YCX383	9.42311993257564
YCX384	YCX384	8.70191685662678
YCX385	YCX385	9.61544075282867
YCX386	YCX386	9.85584177814495
YCX387	YCX387	9.37503972751238
YCX388	YCX388	9.4712001376389
YCX389	YCX389	9.42311993257564
YCX390	YCX390	9.51928034270215
YCX391	YCX391	9.4712001376389
YCX392	YCX392	9.56736054776541
YCX393	YCX393	9.4712001376389
YD12	YD12	6.82319135544525
