FID	IID	GW_BLUP
yangzhou_226_64	yangzhou_226_64	2.8740446462194
yangzhou_226_65	yangzhou_226_65	2.89815441949992
yangzhou_226_66	yangzhou_226_66	2.82582509965837
yangzhou_226_67	yangzhou_226_67	2.77760555309734
yangzhou_226_68	yangzhou_226_68	3.06692283246354
yangzhou_226_69	yangzhou_226_69	2.65705668669475
yangzhou_226_70	yangzhou_226_70	2.92226419278044
yangzhou_226_71	yangzhou_226_71	2.56061759357269
yangzhou_226_7	yangzhou_226_7	2.71724737183556
yangzhou_226_72	yangzhou_226_72	2.7293860065363
yangzhou_226_73	yangzhou_226_73	2.75349577981682
yangzhou_226_74	yangzhou_226_74	2.80171532637785
yangzhou_226_75	yangzhou_226_75	2.84993487293889
yangzhou_226_76	yangzhou_226_76	2.48828827373114
yangzhou_226_77	yangzhou_226_77	2.80171532637785
yangzhou_226_78	yangzhou_226_78	2.46309318811296
yangzhou_226_79	yangzhou_226_79	2.68116645997527
yangzhou_226_80	yangzhou_226_80	2.31951986076752
yangzhou_226_81	yangzhou_226_81	2.63294691341424
yangzhou_226_8	yangzhou_226_8	3.13925215230509
yangzhou_226_82	yangzhou_226_82	2.5847273668532
yangzhou_226_83	yangzhou_226_83	2.56621303716993
yangzhou_226_84	yangzhou_226_84	2.70527623325579
yangzhou_226_85	yangzhou_226_85	2.56061759357269
yangzhou_226_86	yangzhou_226_86	3.04281305918302
yangzhou_226_87	yangzhou_226_87	2.97048373934147
yangzhou_226_88	yangzhou_226_88	2.75349577981682
yangzhou_226_89	yangzhou_226_89	2.70527623325579
yangzhou_226_90	yangzhou_226_90	2.75349577981682
yangzhou_226_91	yangzhou_226_91	2.5847273668532
yangzhou_226_9	yangzhou_226_9	2.99459351262199
yangzhou_226_92	yangzhou_226_92	2.63294691341424
yangzhou_226_93	yangzhou_226_93	2.99459351262199
yangzhou_226_94	yangzhou_226_94	2.70527623325579
yangzhou_226_95	yangzhou_226_95	2.92226419278044
yangzhou_226_96	yangzhou_226_96	2.48828827373114
yangzhou_226_97	yangzhou_226_97	3.06692283246354
yangzhou_226_98	yangzhou_226_98	2.29541008748701
yangzhou_226_99	yangzhou_226_99	2.75349577981682
YCX333	YCX333	2.5088898859645
YCX334	YCX334	2.46232835225964
YCX335	YCX335	2.36920528484991
YCX336	YCX336	2.32264375114504
YCX337	YCX337	2.32264375114504
YCX338	YCX338	2.46232835225964
YCX339	YCX339	2.5088898859645
YCX340	YCX340	2.32264375114504
YCX341	YCX341	2.27608221744018
YCX342	YCX342	2.27608221744018
YCX343	YCX343	2.27608221744018
YCX344	YCX344	NA
YCX345	YCX345	2.13639761632558
YCX346	YCX346	2.27608221744018
YCX347	YCX347	2.32264375114504
YCX348	YCX348	2.08983608262071
YCX349	YCX349	2.22952068373531
YCX350	YCX350	2.36920528484991
YCX351	YCX351	2.22952068373531
YCX352	YCX352	2.36920528484991
YCX353	YCX353	2.22952068373531
YCX354	YCX354	2.46232835225964
YCX355	YCX355	2.32264375114504
YCX356	YCX356	2.46232835225964
YCX357	YCX357	2.22952068373531
YCX358	YCX358	2.32264375114504
YCX359	YCX359	2.27608221744018
YCX360	YCX360	2.5088898859645
YCX361	YCX361	2.69513602078396
YCX362	YCX362	2.5088898859645
YCX363	YCX363	2.60201295337423
YCX364	YCX364	2.46232835225964
YCX365	YCX365	2.60201295337423
YCX366	YCX366	2.74169755448883
YCX367	YCX367	2.78825908819369
YCX368	YCX368	2.6485744870791
YCX369	YCX369	3.39355902635694
YCX370	YCX370	2.88138215560342
YCX371	YCX371	2.60201295337423
YCX372	YCX372	2.88138215560342
YCX373	YCX373	2.6485744870791
YCX374	YCX374	2.74169755448883
YCX375	YCX375	2.5088898859645
YCX376	YCX376	2.69513602078396
YCX377	YCX377	2.6485744870791
YCX378	YCX378	2.55545141966937
YCX379	YCX379	2.46232835225964
YCX380	YCX380	2.27608221744018
YCX381	YCX381	2.6485744870791
YCX382	YCX382	2.6485744870791
YCX383	YCX383	2.55545141966937
YCX384	YCX384	2.6485744870791
YCX385	YCX385	2.5088898859645
YCX386	YCX386	2.46232835225964
YCX387	YCX387	2.6485744870791
YCX388	YCX388	2.69513602078396
YCX389	YCX389	2.55545141966937
YCX390	YCX390	2.60201295337423
YCX391	YCX391	2.55545141966937
YCX392	YCX392	2.74169755448883
YCX393	YCX393	2.74169755448883
YD12	YD12	2.97048373934147
