FID	IID	HD_BLUP
yangzhou_226_69	yangzhou_226_69	98.8306635641236
yangzhou_226_70	yangzhou_226_70	105.111291532006
yangzhou_226_71	yangzhou_226_71	97.508426097201
yangzhou_226_7	yangzhou_226_7	91.8062770210973
yangzhou_226_72	yangzhou_226_72	105.111291532006
yangzhou_226_73	yangzhou_226_73	95.4424300551344
yangzhou_226_74	yangzhou_226_74	104.532812640227
yangzhou_226_75	yangzhou_226_75	100.733072771928
yangzhou_226_76	yangzhou_226_76	101.392498656286
yangzhou_226_77	yangzhou_226_77	95.1945105300864
yangzhou_226_78	yangzhou_226_78	98.9133034058062
yangzhou_226_79	yangzhou_226_79	100.152901031046
yangzhou_226_80	yangzhou_226_80	94.4507519549425
yangzhou_226_81	yangzhou_226_81	101.557778339651
yangzhou_226_8	yangzhou_226_8	95.5250698968171
yangzhou_226_82	yangzhou_226_82	99.2438627725368
yangzhou_226_83	yangzhou_226_83	99.5744221392675
yangzhou_226_84	yangzhou_226_84	109.243283616139
yangzhou_226_85	yangzhou_226_85	103.293215014987
yangzhou_226_86	yangzhou_226_86	105.359211057054
yangzhou_226_87	yangzhou_226_87	97.8389854639316
yangzhou_226_88	yangzhou_226_88	104.202253273497
yangzhou_226_89	yangzhou_226_89	100.731379922825
yangzhou_226_90	yangzhou_226_90	107.507846940803
yangzhou_226_91	yangzhou_226_91	103.293215014987
yangzhou_226_9	yangzhou_226_9	75.8567875763436
yangzhou_226_92	yangzhou_226_92	100.814019764507
yangzhou_226_93	yangzhou_226_93	103.293215014987
yangzhou_226_94	yangzhou_226_94	100.89665960619
yangzhou_226_95	yangzhou_226_95	107.259927415755
yangzhou_226_96	yangzhou_226_96	101.557778339651
yangzhou_226_97	yangzhou_226_97	103.871693906766
yangzhou_226_98	yangzhou_226_98	98.0042651472969
yangzhou_226_99	yangzhou_226_99	100.979299447873
YCX333	YCX333	101.579901598916
YCX334	YCX334	105.022129077395
YCX335	YCX335	107.153031802168
YCX336	YCX336	93.8758686708904
YCX337	YCX337	99.4489988741426
YCX338	YCX338	101.907732787342
YCX339	YCX339	96.9902649609431
YCX340	YCX340	100.268576845209
YCX341	YCX341	98.6294209030761
YCX342	YCX342	98.3015897146495
YCX343	YCX343	102.399479569982
YCX344	YCX344	NA
YCX345	YCX345	96.1706869898766
YCX346	YCX346	94.5315310477436
YCX347	YCX347	99.121167685716
YCX348	YCX348	95.5150246130234
YCX349	YCX349	94.203699859317
YCX350	YCX350	83.2213550470258
YCX351	YCX351	89.9418944097711
YCX352	YCX352	84.5326798007322
YCX353	YCX353	87.9749072792115
YCX354	YCX354	80.106958756973
YCX355	YCX355	93.3841218882505
YCX356	YCX356	95.3511090188101
YCX357	YCX357	92.7284595113973
YCX358	YCX358	96.3346025840899
YCX359	YCX359	93.2202062940372
YCX360	YCX360	98.1376741204362
YCX361	YCX361	103.219057541049
YCX362	YCX362	101.252070410489
YCX363	YCX363	94.6954466419569
YCX364	YCX364	95.0232778303835
YCX365	YCX365	99.2850832799293
YCX366	YCX366	104.858213483182
YCX367	YCX367	96.4985181783032
YCX368	YCX368	106.497369425315
YCX369	YCX369	88.794485250278
YCX370	YCX370	97.6459273377963
YCX371	YCX371	97.9737585262229
YCX372	YCX372	98.6294209030761
YCX373	YCX373	102.399479569982
YCX374	YCX374	111.74266844014
YCX375	YCX375	93.8758686708904
YCX376	YCX376	99.6129144683559
YCX377	YCX377	107.153031802168
YCX378	YCX378	102.563395164195
YCX379	YCX379	95.3511090188101
YCX380	YCX380	94.8593622361702
YCX381	YCX381	101.252070410489
YCX382	YCX382	99.9407456567826
YCX383	YCX383	101.907732787342
YCX384	YCX384	96.6624337725165
YCX385	YCX385	97.482011743583
YCX386	YCX386	97.8098429320096
YCX387	YCX387	101.907732787342
YCX388	YCX388	100.432492439422
YCX389	YCX389	100.268576845209
YCX390	YCX390	98.6294209030761
YCX391	YCX391	99.4489988741426
YCX392	YCX392	98.1376741204362
YCX393	YCX393	105.186044671608
YD12	YD12	99.8223416643155
