FID	IID	GYP_BLUP
yangzhou_226_65	yangzhou_226_65	26.8000689595293
yangzhou_226_66	yangzhou_226_66	24.4031919496848
yangzhou_226_67	yangzhou_226_67	24.2394584158055
yangzhou_226_68	yangzhou_226_68	26.83759122771
yangzhou_226_69	yangzhou_226_69	28.9672642065708
yangzhou_226_70	yangzhou_226_70	28.3862375689852
yangzhou_226_71	yangzhou_226_71	26.4441759310277
yangzhou_226_7	yangzhou_226_7	24.6453811352147
yangzhou_226_72	yangzhou_226_72	25.7505824889001
yangzhou_226_73	yangzhou_226_73	28.3180152632021
yangzhou_226_74	yangzhou_226_74	24.3326955670423
yangzhou_226_75	yangzhou_226_75	23.8699209261473
yangzhou_226_76	yangzhou_226_76	26.5874427731721
yangzhou_226_77	yangzhou_226_77	24.885296243885
yangzhou_226_78	yangzhou_226_78	24.1359879187012
yangzhou_226_79	yangzhou_226_79	27.5289105929782
yangzhou_226_80	yangzhou_226_80	25.839271486418
yangzhou_226_81	yangzhou_226_81	25.0467557009049
yangzhou_226_8	yangzhou_226_8	22.8909308381606
yangzhou_226_82	yangzhou_226_82	25.122937275696
yangzhou_226_83	yangzhou_226_83	27.603082769584
yangzhou_226_84	yangzhou_226_84	24.7511257091784
yangzhou_226_85	yangzhou_226_85	26.9763099161355
yangzhou_226_86	yangzhou_226_86	26.2872646277267
yangzhou_226_87	yangzhou_226_87	26.2486053211163
yangzhou_226_88	yangzhou_226_88	29.0104716669001
yangzhou_226_89	yangzhou_226_89	27.0559026062157
yangzhou_226_90	yangzhou_226_90	27.4447697491791
yangzhou_226_91	yangzhou_226_91	26.2144941682248
yangzhou_226_9	yangzhou_226_9	21.0273248518536
yangzhou_226_92	yangzhou_226_92	27.4390845570305
yangzhou_226_93	yangzhou_226_93	24.2121694934923
yangzhou_226_94	yangzhou_226_94	28.3009596867564
yangzhou_226_95	yangzhou_226_95	29.0161568590487
yangzhou_226_96	yangzhou_226_96	29.3197461197832
yangzhou_226_97	yangzhou_226_97	29.5482908441565
yangzhou_226_98	yangzhou_226_98	40.8947973343073
yangzhou_226_99	yangzhou_226_99	24.1484953414281
YCX333	YCX333	23.7616288552926
YCX334	YCX334	24.3915063612135
YCX335	YCX335	24.6624399733493
YCX336	YCX336	NA
YCX337	YCX337	23.3526398993933
YCX338	YCX338	24.4570826495011
YCX339	YCX339	24.7435474878103
YCX340	YCX340	24.6693427405375
YCX341	YCX341	23.4354731056514
YCX342	YCX342	24.1999545717416
YCX343	YCX343	23.2560011587588
YCX344	YCX344	NA
YCX345	YCX345	23.8392849861595
YCX346	YCX346	25.1318281421451
YCX347	YCX347	NA
YCX348	YCX348	NA
YCX349	YCX349	NA
YCX350	YCX350	23.5027750857361
YCX351	YCX351	NA
YCX352	YCX352	23.7409205537281
YCX353	YCX353	24.0049513986757
YCX354	YCX354	22.824578209498
YCX355	YCX355	24.929922201891
YCX356	YCX356	26.7781381165246
YCX357	YCX357	25.0558977030752
YCX358	YCX358	25.1715190534771
YCX359	YCX359	25.166341978086
YCX360	YCX360	26.1931285973269
YCX361	YCX361	24.5192075541947
YCX362	YCX362	26.4071143801603
YCX363	YCX363	24.9057625167324
YCX364	YCX364	NA
YCX365	YCX365	23.6908754916138
YCX366	YCX366	24.0360138510225
YCX367	YCX367	23.5510944560533
YCX368	YCX368	24.1688921193948
YCX369	YCX369	24.0049513986757
YCX370	YCX370	28.7247184635897
YCX371	YCX371	24.5692526163089
YCX372	YCX372	27.7773136670128
YCX373	YCX373	25.2094842730121
YCX374	YCX374	25.2319182663736
YCX375	YCX375	26.1655175285742
YCX376	YCX376	24.8212036186773
YCX377	YCX377	24.9143909757176
YCX378	YCX378	25.6184732289114
YCX379	YCX379	NA
YCX380	YCX380	25.5477198652326
YCX381	YCX381	25.7651570316601
YCX382	YCX382	25.8738756148738
YCX383	YCX383	23.2007790212534
YCX384	YCX384	NA
YCX385	YCX385	25.0403664769018
YCX386	YCX386	25.7944937922098
YCX387	YCX387	22.9798904712319
YCX388	YCX388	25.3613451511519
YCX389	YCX389	27.3614219439253
YCX390	YCX390	NA
YCX391	YCX391	25.8238305527596
YCX392	YCX392	24.5209332459917
YCX393	YCX393	25.9170179097999
YD12	YD12	23.1228866778229
